facility_id,month,scope1_kg_co2e,scope2_kg_co2e,scope1_mtco2e,scope2_mtco2e
1,2024-01,1741.3707326807412,1812307.6941900002,1.7413707326807413,1812.3076941900001
1,2024-02,5977.791651471,57398.697006,5.977791651471,57.398697006
1,2024-03,6386.959516682724,85.723596,6.386959516682724,0.085723596
1,2024-04,22026.817045506603,79.84662,22.026817045506604,0.07984662000000001
1,2024-05,11447.080173975024,222577.53560699997,11.447080173975024,222.57753560699996
1,2024-06,4954.485293607307,156504.5010652941,4.9544852936073065,156.5045010652941
1,2024-07,4085.918457567735,118954.18515317647,4.085918457567735,118.95418515317647
1,2024-08,8904.170049048036,6523.562052,8.904170049048036,6.523562052
1,2024-09,9980.064619502948,42947.860393200004,9.980064619502947,42.9478603932
1,2024-10,12521.988665797,377708.90719330584,12.521988665797,377.70890719330583
1,2024-11,7834.141138425012,25688.7381324,7.834141138425013,25.6887381324
1,2024-12,4974.4325859458,94071.41712359998,4.9744325859458005,94.07141712359999
1,2025-01,7284.302363224399,60010.48946117647,7.284302363224399,60.01048946117647
1,2025-02,1078.9403215688,197.69735999999997,1.0789403215688,0.19769736
1,2025-03,5052.219125592729,702650.6817414,5.052219125592729,702.6506817414
1,2025-04,2638.7433370441,579628.5704622,2.6387433370441,579.6285704622
1,2025-05,3697.9831440275007,148372.97177294115,3.697983144027501,148.37297177294116
1,2025-06,3159.818039734,192073.82329651766,3.159818039734,192.07382329651765
1,2025-07,7914.875178626353,120580.58151176469,7.914875178626353,120.58058151176469
1,2025-08,3092.081221690647,143545.4722212,3.092081221690647,143.54547222120001
1,2025-09,2371.023935142565,306.3144,2.371023935142565,0.3063144
1,2025-10,5045.445335479789,265284.9383020941,5.045445335479789,265.28493830209413
1,2025-11,2632.6853560066,204373.3155492,2.6326853560066,204.3733155492
1,2025-12,21764.621271618427,16093.07448,21.764621271618427,16.09307448
1,2026-01,7682.794051650094,56695.748098129414,7.682794051650094,56.695748098129414
1,2026-02,6205.416679874047,221048.00734799996,6.205416679874047,221.04800734799994
1,2026-03,876.732125602,19897.13292,0.876732125602,19.89713292
1,2026-04,4708.533730324318,404.51166,4.7085337303243175,0.40451166
1,2026-05,5019.7270213571,87.82746,5.0197270213571,0.08782746
1,2026-06,8253.100429857,506163.5143152,8.253100429857001,506.16351431519996
1,2026-07,1091.2479141570589,76900.44686223529,1.0912479141570588,76.90044686223528
1,2026-08,12451.472851030601,150552.60654,12.451472851030601,150.55260654
1,2026-09,1637.6567986597058,42286.337499,1.637656798659706,42.286337499
1,2026-10,9690.095373343423,78981.71510608235,9.690095373343423,78.98171510608235
1,2026-11,1979.4290573756707,120332.66027999998,1.9794290573756708,120.33266027999998
1,2026-12,13903.131656769001,204223.95175140005,13.903131656769,204.22395175140005
1,2027-01,2282.829169348459,7691.26428,2.282829169348459,7.69126428
1,2027-02,6243.380735753606,368682.24197280005,6.243380735753606,368.68224197280006
1,2027-03,8345.7528520622,150293.24032379998,8.3457528520622,150.29324032379998
1,2027-04,5032.294640709359,15494.904229411763,5.032294640709359,15.494904229411762
1,2027-05,5933.968744298353,64340.378676,5.933968744298353,64.340378676
1,2027-06,2689.0963537252,23369.5517748,2.6890963537252,23.369551774799998
1,2027-07,5555.644023532483,39023.09082,5.555644023532483,39.02309082
1,2027-08,8090.7030904414005,538187.3657404588,8.0907030904414,538.1873657404589
1,2027-09,2612.7727472713354,197974.6676838,2.6127727472713356,197.97466768380002
1,2027-10,10881.695931090024,53746.602938823526,10.881695931090023,53.74660293882353
1,2027-11,11545.56596297266,77869.8096624,11.54556596297266,77.8698096624
1,2027-12,9367.692033860165,4408.632648,9.367692033860164,4.408632648
1,2028-01,3631.137409432953,91971.66608749413,3.631137409432953,91.97166608749413
1,2028-02,5824.8497338104535,317993.28479520004,5.824849733810454,317.99328479520005
1,2028-03,979.3523421301294,110631.15797999999,0.9793523421301293,110.63115797999998
1,2028-04,3043.456536602024,979586.0464613999,3.0434565366020236,979.5860464613999
1,2028-05,9749.8655041325,167080.7226648,9.7498655041325,167.08072266480002
1,2028-06,5144.670997690648,132480.31681969413,5.144670997690648,132.48031681969414
1,2028-07,7961.8169181124,21847.245966,7.9618169181124,21.847245966
2,2024-01,9822.121435737788,375810.19671205885,9.822121435737788,375.8101967120588
2,2024-02,7931.660440679295,716606.78984,7.931660440679295,716.60678984
2,2024-03,5240.744640050823,4211.724529411765,5.240744640050823,4.2117245294117645
2,2024-04,2562.803519837718,208723.01325,2.562803519837718,208.72301324999998
2,2024-05,3687.6688900866293,235132.34535,3.6876688900866292,235.13234534999998
2,2024-06,2959.8524011714826,329486.51756,2.9598524011714824,329.48651756
2,2024-07,20715.25211891229,112354.731715,20.71525211891229,112.354731715
2,2024-08,1044.8672108054118,4457.909500000001,1.0448672108054118,4.4579095
2,2024-09,597.9990123980001,775475.5892,0.5979990123980001,775.4755892000001
2,2024-10,9784.9459981078,456848.96185470594,9.7849459981078,456.8489618547059
2,2024-11,9494.355578967057,40827.27555,9.494355578967058,40.827275549999996
2,2024-12,9310.373925087,212.19760000000002,9.310373925087001,0.21219760000000001
2,2025-01,8921.0871028538,52051.83585,8.9210871028538,52.05183585
2,2025-02,1340.4744732504,306745.8885,1.3404744732504,306.7458885
2,2025-03,3061.552972657541,1363.2589000000003,3.061552972657541,1.3632589000000002
2,2025-04,4387.218466313806,710309.5196250001,4.387218466313806,710.3095196250001
2,2025-05,8215.270863872118,173.6995,8.215270863872117,0.1736995
2,2025-06,3093.515554649,37975.430147058825,3.093515554649,37.97543014705882
2,2025-07,2632.0252497332353,202962.17798,2.6320252497332355,202.96217798
2,2025-08,5839.704697156752,36215.31152999999,5.839704697156752,36.215311529999994
2,2025-09,3760.8312012740234,168003.53091,3.7608312012740233,168.00353091
2,2025-10,3769.3315397844003,158.773,3.7693315397844005,0.158773
2,2025-11,4763.4915153384,294392.920485,4.7634915153384,294.392920485
2,2025-12,3672.3287790502004,200925.995,3.6723287790502006,200.925995
2,2026-01,22812.103470238973,67915.84101999999,22.812103470238974,67.91584101999999
2,2026-02,5082.2862798308115,193221.76442999998,5.082286279830812,193.22176442999998
2,2026-03,6826.002073919141,628357.89494,6.826002073919141,628.35789494
2,2026-04,4393.202627523435,28724.49635,4.393202627523435,28.724496350000003
2,2026-05,2442.7453136586,34116.251254999996,2.4427453136586,34.116251254999995
2,2026-06,1898.6522468103826,44846.360400000005,1.8986522468103826,44.8463604
2,2026-07,1159.6083165968,8844.774220588235,1.1596083165968,8.844774220588235
2,2026-08,3666.261934055471,289970.48217647057,3.666261934055471,289.97048217647057
2,2026-09,4645.982085715,24257.0,4.645982085715,24.257
2,2026-10,2679.020322735618,234.9955,2.6790203227356177,0.2349955
2,2026-11,11254.155428663,440430.51862,11.254155428663,440.43051862
2,2026-12,7455.308913528141,91192.13106,7.455308913528141,91.19213106
2,2027-01,5495.089784524812,127.6285,5.4950897845248114,0.1276285
2,2027-02,1810.4795354294,144787.88555500002,1.8104795354293999,144.787885555
2,2027-03,1965.8718924336001,185867.231945,1.9658718924336,185.86723194500001
2,2027-04,10709.724180180207,16635.8155,10.709724180180206,16.6358155
2,2027-05,2026.4561067503473,486112.3068550001,2.0264561067503473,486.1123068550001
2,2027-06,12248.488836766512,43019.248,12.248488836766512,43.019248
2,2027-07,1743.2254214568002,998342.362827353,1.7432254214568002,998.342362827353
2,2027-08,9263.4034672014,68383.73701,9.2634034672014,68.38373700999999
2,2027-09,9493.206002007,556533.7763867648,9.493206002007,556.5337763867649
2,2027-10,5702.933233064953,289887.1725,5.702933233064953,289.88717249999996
2,2027-11,2847.916525872053,303339.02596500004,2.847916525872053,303.339025965
2,2027-12,1920.890946584618,706558.643775,1.920890946584618,706.558643775
2,2028-01,2599.3948639922,162280.242095,2.5993948639922,162.280242095
2,2028-02,7668.722324012401,307749.7351,7.668722324012402,307.7497351
2,2028-03,2034.978804848965,257.496,2.034978804848965,0.257496
2,2028-04,6365.949646092013,1390012.9471399998,6.365949646092012,1390.0129471399998
2,2028-05,4253.1333980147,36284.6331,4.2531333980147,36.2846331
2,2028-06,5536.686850604841,36948.93875000001,5.536686850604841,36.94893875000001
2,2028-07,185.9977039976,333451.19962499995,0.18599770399760002,333.45119962499996
3,2024-01,2128.7266224646764,309488.4702670588,2.1287266224646766,309.4884702670588
3,2024-02,2736.2693341477,597635.8222458824,2.7362693341477002,597.6358222458823
3,2024-03,12027.163375748802,232399.29419500002,12.0271633757488,232.399294195
3,2024-04,42219.77594736048,88952.71313999999,42.21977594736048,88.95271313999999
3,2024-05,4896.237937862301,78.7815,4.896237937862301,0.07878149999999999
3,2024-06,4930.0704795052,104989.0315,4.9300704795052,104.9890315
3,2024-07,2153.0389312216,997234.431755,2.1530389312216,997.2344317550001
3,2024-08,1243.3147729934117,1088049.8819541177,1.2433147729934118,1088.0498819541176
3,2024-09,3494.853342728853,529971.56388,3.494853342728853,529.9715638800001
3,2024-10,13214.09655674873,11868.9535,13.214096556748729,11.8689535
3,2024-11,1394.5088716839766,37884.766470588234,1.3945088716839766,37.88476647058823
3,2024-12,1341.1691136304705,102499.41779,1.3411691136304704,102.49941779000001
3,2025-01,5449.866704095,48824.96159,5.449866704095,48.82496159
3,2025-02,3963.1916846213944,122723.58037499999,3.9631916846213944,122.723580375
3,2025-03,4921.280863834553,355.8295,4.9212808638345535,0.3558295
3,2025-04,3317.0561591036,260744.73178500004,3.3170561591035996,260.74473178500006
3,2025-05,10412.8746859046,65382.68678,10.412874685904601,65.38268678
3,2025-06,8026.600303713507,130623.3627,8.026600303713506,130.6233627
3,2025-07,11587.210306441342,655545.9264199999,11.587210306441342,655.5459264199999
3,2025-08,4835.5841614546,413886.4864814706,4.8355841614546,413.88648648147057
3,2025-09,2221.698553739059,4543.29355882353,2.221698553739059,4.54329355882353
3,2025-10,8334.479443854318,444.91380000000004,8.334479443854317,0.4449138
3,2025-11,1696.3549774934943,622260.2480794118,1.6963549774934943,622.2602480794118
3,2025-12,3555.2276482751004,194849.5693,3.5552276482751,194.8495693
3,2026-01,2778.2108565542003,552413.0706482353,2.7782108565542,552.4130706482352
3,2026-02,3616.3206124731532,927945.8220664706,3.616320612473153,927.9458220664707
3,2026-03,1526.4765051956238,182638.47400000002,1.5264765051956237,182.63847400000003
3,2026-04,2958.768235731694,178663.066645,2.958768235731694,178.66306664500001
3,2026-05,9396.929123143495,227.2885,9.396929123143494,0.2272885
3,2026-06,1263.0969637654237,77161.9385,1.2630969637654237,77.1619385
3,2026-07,2279.4294511741296,149367.6385,2.2794294511741295,149.3676385
3,2026-08,6917.359866113541,760008.9780508823,6.917359866113541,760.0089780508823
3,2026-09,6475.478878669788,571915.56122,6.475478878669788,571.9155612200001
3,2026-10,3063.5748323788002,315468.550245,3.0635748323788,315.468550245
3,2026-11,13122.197541756725,48111.8611,13.122197541756725,48.1118611
3,2026-12,3214.109440549765,323531.44440000004,3.214109440549765,323.53144440000005
3,2027-01,2354.5601244782356,696050.14244,2.3545601244782355,696.05014244
3,2027-02,5975.191716422518,342769.33648,5.9751917164225175,342.76933648
3,2027-03,2431.5781908311296,1226.93875,2.4315781908311296,1.22693875
3,2027-04,9448.320326823801,80943.93112499999,9.4483203268238,80.94393112499999
3,2027-05,4478.86662587303,84721.293875,4.47886662587303,84.721293875
3,2027-06,830.3430611458001,156406.633655,0.8303430611458001,156.406633655
3,2027-07,5067.377019036748,92151.08240000001,5.067377019036748,92.1510824
3,2027-08,426.05739313000004,57129.999155,0.42605739313,57.129999155
3,2027-09,16222.499737461718,193836.777,16.222499737461717,193.836777
3,2027-10,3089.674400823047,627359.09407,3.0896744008230472,627.35909407
3,2027-11,5287.385106956206,323847.67648,5.287385106956206,323.84767648
3,2027-12,1737.1055333136,1958539.1982550002,1.7371055333136,1958.5391982550002
3,2028-01,3215.1402726379943,327922.00745000003,3.2151402726379943,327.92200745
3,2028-02,3229.9205871392,29520.519884999998,3.2299205871392003,29.520519885
3,2028-03,1968.5005409952473,145146.49672,1.9685005409952474,145.14649672
3,2028-04,7136.875714338401,118330.46944,7.136875714338401,118.33046944
3,2028-05,2748.674983376565,9628.821539999999,2.748674983376565,9.628821539999999
3,2028-06,2414.5089200876,130428.09940000002,2.4145089200876,130.4280994
3,2028-07,1878.1133664760002,11160.63620588235,1.8781133664760001,11.160636205882351
4,2024-01,2911.428428220376,41332.29705,2.9114284282203764,41.33229705
4,2024-02,6013.345155759189,891.1091200000001,6.013345155759189,0.8911091200000001
4,2024-03,1941.5100426409,521870.74127650005,1.9415100426409002,521.8707412765001
4,2024-04,8203.129279486477,73303.73490000001,8.203129279486477,73.30373490000001
4,2024-05,13817.878130033747,279722.67839450005,13.817878130033748,279.72267839450006
4,2024-06,3221.598897586059,141589.27228050004,3.221598897586059,141.58927228050004
4,2024-07,2465.0378908396,75482.16707058824,2.4650378908396,75.48216707058825
4,2024-08,4450.022624683,67882.46307700001,4.450022624683,67.88246307700001
4,2024-09,2993.3798933665,81852.88552941177,2.9933798933665,81.85288552941176
4,2024-10,967.9847365029707,256548.77982250004,0.9679847365029707,256.5487798225
